KATEGORIA,TREŚĆ PYTANIA,PIERWSZA,DRUGA,TRZECIA,CZWARTA,NAZWISKO AUTORA PYTANIA,IMIĘ AUTORA PYTANIA,,,,,,,,,,,,,,,,,,,CZWARTA ODPOWIEDŹ (NIEPRAWIDŁOWA)
100,Kto odtwarzał główną rolę Janka Kosa w serialu 'Czterej pancerni i pies'?,Janusz Gajos,Daniel Olbrychski,Franciszek Pieczka,Bogusław Linda,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Bogusław Linda
200,O jakim modelu samolotu powiemy potocznie 'JumboJet'?,Boeing 747,F-16,Airbus A380,Wilga,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Wilga
500,Dzięki czemu Galowie z komisku 'Asterix i Obelix' byli niepokonani?,magicznemu eliksirowi,zaklęciu,częstej gimnastyce,zdrowemu odżywianiu,Herman,Andrzej,,,,,,,,,,,,,,,,,,,zdrowemu odżywianiu
1000,Jaka liczba odpowiada rzymskiemu zapisowi 'LX'?,60,70,80,90,Herman,Andrzej,,,,,,,,,,,,,,,,,,,90
5000,Pomieszczenie w teatrze w którym przebywają widzowie podczas przerw to:,foyer,kulisy,atelier,galeria,Herman,Andrzej,,,,,,,,,,,,,,,,,,,galeria
10000,Jak nazywa się majątek ziemski ofiarowany Henrykowi Sienkiewiczowi?,Oblęgorek,Jabłonna,Klemensów,Siemiatycze,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Siemiatycze
50000,Kwas nikotynowy to inna nazwa?,witaminy PP,witaminy C,witaminy A,witaminy K,Herman,Andrzej,,,,,,,,,,,,,,,,,,,witaminy K
100,Ile sekund liczy doba?,86 400,3 600,43 200,12 000,Herman,Andrzej,,,,,,,,,,,,,,,,,,,12 000
200,"75% liczby 300, to:",225,250,150,175,Herman,Andrzej,,,,,,,,,,,,,,,,,,,175
500,Jaka jest podstawowa jednostka odległości w układzie SI?,metr,stopa,kilometr,milimetr,Herman,Andrzej,,,,,,,,,,,,,,,,,,,milimetr
1000,Sól kuchenna to inaczej?,chlorek sodu,wodorotlenek sodu,tlenek wapnia,jodek potasu,Herman,Andrzej,,,,,,,,,,,,,,,,,,,jodek potasu
5000,Komu przyznawane są 'Gwiazdki Michelin' - prestiżowa nagroda znanego producenta opon?,restauracjom,producentom samochodów,kierowcom,biurom podróży,Herman,Andrzej,,,,,,,,,,,,,,,,,,,biurom podróży
10000,Kto zbobył trzy bramki w wygranym meczu reprezentacji Polski z Belgią na MŚ w Hiszpanii w 1982 r?,Zbigniew Boniek,Grzegorz Lato,Włodzimierz Smolarek,Włodzimierz Lubański,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Włodzimierz Lubański
50000,Która z wymienionych osób nigdy nie pełniła funkcji dyrektora firmy 'Apple'?,Larry Page,Steve Jobs,John Sculley,Tim Cook,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Tim Cook
100,Bardzo duży rozmiar ubrania to:,XXL,S,M,L,Herman,Andrzej,,,,,,,,,,,,,,,,,,,L
200,Plkiem graficznym nie jest?,plik.js,plik.png,plik.jpg,plik.bmp,Herman,Andrzej,,,,,,,,,,,,,,,,,,,plik.bmp
500,Który z wymienionych wyrazów zawiera błąd ortograficzny?,rzerzucha,poroże,zasuwka,ówczesny,Herman,Andrzej,,,,,,,,,,,,,,,,,,,ówczesny
1000,Przeciwko jakiemu zespołowi Robert Lewandowski zdobył 5 goli w 9 minut?,Werder Brema,Bayer Leverkusen,Borrussia Dortmund,AS Monaco,Herman,Andrzej,,,,,,,,,,,,,,,,,,,AS Monaco
5000,"Jaki jest następny wyraz podanego ciągu Fibbonacciego: [ 0, 1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144 ] ?",233,199,244,189,Herman,Andrzej,,,,,,,,,,,,,,,,,,,189
10000,W co zamieni każdy oddech bohater utworu 'Lady Pank' pt.: 'Zawsze tam gdzie Ty'?,w niespokojny wiatr,w ciepły krzyk,w czułe słowo,w delikatny dotyk,Herman,Andrzej,,,,,,,,,,,,,,,,,,,w delikatny dotyk
50000,Pierwszą w historii bitwę okrętów pancernych stoczono:,pod Hampton Roads,pod Issą,u przylądka Matapan,u ujścia La Platy,Herman,Andrzej,,,,,,,,,,,,,,,,,,,u ujścia La Platy
100,W krórym państwie wynaleziono klocki LEGO?,w Dani,na Węgrzech,w Niemczech,w Stanach Zjednoczonych,Freus,Mateusz,,,,,,,,,,,,,,,,,,,w Stanach Zjednoczonych
200,Jaka jest najdłuższa droga wodna w Niemczech?,Kanał Sródlądowy,Odra,Łaba,Neckar,Freus,Mateusz,,,,,,,,,,,,,,,,,,,Neckar
500,Jaka rzeka przepływa przez Londyn?,Tamiza,Missisipi,Severn,Great Ouse,Freus,Mateusz,,,,,,,,,,,,,,,,,,,Great Ouse
1000,Jak nazywa się gra wymyślona w 1891 roku przez Jamesa A. Naismitha?,koszykówka,baseball,football amerykański,siatkówka,Freus,Mateusz,,,,,,,,,,,,,,,,,,,siatkówka
5000,Ile czasu trwa ciąża u chomików syryjskich?,16 dni,8 dni,43 dni,2 miesiące,Freus,Mateusz,,,,,,,,,,,,,,,,,,,2 miesiące
10000,Najgłębasza i najdłuższa jaskinia w Polsce to:,Jaskinia Wielka Śnieżna,Jaskinia Kozia,Jaskinia Czarna,Groty Kryształowe,Freus,Mateusz,,,,,,,,,,,,,,,,,,,Groty Kryształowe
50000,W którym roku premierę miała czwarta część serii 'Gwiezdne wojny- Nowa nadzieja'?,w 1977,w 1980,w 1981,w 1976,Freus,Mateusz,,,,,,,,,,,,,,,,,,,w 1976
100,Krokodyle łzy oznaczają płacz:,nieszczery,rzewny,histeryczny,dyskretny,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,dyskretny
200,Która część ciała czlowieka może się powiekszyć nawet siedmiokrotnie?,źrenica,serce,prącie,płuca,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,płuca
500,Instrumentalista jazzowy i kompozytor Adam Makowicz gra na:,pianinie,saksofonie,klarnecie,trąbce,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,trąbce
1000,W którym roku wprowadzono w Polsce banknot o nominale 500 zł?,w 2017,w 2018,w 2016,w 2019,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,w 2019
5000,Paweł Wojciechowski został mistrzem Europy w 2019 roku. W jakiej dyscyplinie sportowej?,skok o tyczce,żeglarstwo,pchnięcie kulą,judo,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,judo
10000,Synonimem odrzuconych oświadczyn jest otrzymanie:,arbuza,kabaczka,patisona,ogórka,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,ogórka
50000,"Stenotypistę podczas zebrania opozycjonistów, w serialu ""1983"" zagrał:",Marcin Bytniewski,Piotr Polak,Eryk Lubos,Robert Więckiewicz,Jatczak,Małgorzata,,,,,,,,,,,,,,,,,,,Robert Więckiewicz
100,Tytułowa pomidorowa z internetowej parodji piosenki Sarsy 'Naucz mnie' jest:,z wczorajszego rosołu,ze świeżego przecieru,z torebki,z baru w bramie,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,z baru w bramie
200,W którym roku miał miejce pożar słynnej paryskiej katedry Notre-Dame?,w 2019,w 2017,w 2016,w 2018,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,w 2018
500,Co kaftan bezpieczeństwa ma znacznie dłuższe niż zwykły kaftan?,rękawy,przód,tył,kołnierz,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,kołnierz
1000,"Akcja 'Chłopów' Rejmonta zaczyna się jesieńą, a kiedy się kończy?",latem,wiosną,jesienią,zimą,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,zimą
5000,Ile mózgów posiada ośmiornica?,9,7,8,13,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,13
10000,"Jak brzmi orginalny tytuł powieści pt. 'Dżuma', napisanej przez francuza Alberta Camusa?",La Peste,Les Misérables,Le Fléau,La Plaie,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,La Plaie
50000,"Ryś polski, łabędź roztowski, saksoński bocian i wywrotek smoleński to:",rasy gołębi,rasy kur,chrząszcze,gatunki bocianów,Leonarczyk,Ewelina,,,,,,,,,,,,,,,,,,,gatunki bocianów
100,W którym roku odbył się pierwszy rozbiór Polski?,1772,1775,1771,1776,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,1776
200,Kto jest współzałożycielem firmy SpaceX?,Elon Musk,Maryla Rodowicz,Kuba Wojewódzki,Stephen Hawking,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,Stephen Hawking
500,Liczba 54 w zapisie binarnym to:,110110,1101110,100110,101010,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,101010
1000,W którym roku zakończyła się wojna w Wietnamie?,1975,1974,1965,1966,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,1966
5000,W którym roku powstał pierwszy mikroprocesor?,1969,1672,1971,1980,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,1980
10000,Kto w 1963 roku otrzymał nagrodę Nobla w dziedzinie fizyki?,Eugene Paul Wigner,Dennis Gabor,Eric Allin Cornell,Leon Max Lederman,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,Leon Max Lederman
50000,O ile lat świetlnych jest oddalona od Ziemii Galaktyka Andromedy?,2.5 mln,3 mln,2 mln,1 mln,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,1 mln
100,Jakiego koloru jest trawa?,zielonego,czerwonego,czarnego,niebieskiego,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,niebieskiego
200,Kto sformułował szczególną teorię względności?,Albert Einstein,Carl Friedrich Gauss,Bernhard Riemann,Elwin Bruno Christoffel,Kwiatkowski,Patryk,,,,,,,,,,,,,,,,,,,Elwin Bruno Christoffel
500,Ile zębów ma klacz?,36,32,40,42,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,42
1000,Nadmiar wapnia w organiźmie to:,hiperkalcemia,hiperkaliemia,hipernatremia,hiperurykemia,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,hiperurykemia
5000,"Prolaktyna, hormon biorący udział w procesie wydzielania mleka, wytwarzany jest przez:",przysadkę mózgową,jajnik,gruczoł mlekowy,nadnercza,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,nadnercza
10000,Rasą kur objętą programem ochrony zasobów genetycznych zwierząt jest,zielononóżka kuropatwiana,liliput,brojler,białoczuby,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,białoczuby
50000,Naczynia krwionośne zaopatrujące mięsień sercowy w krew to naczynia:,wieńcowe,koronowe,szczytowe,okalające,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,okalające
100,Pierzga to produkt pochodzący od:,pszczoły,owcy,trzmiela,kozy,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,kozy
200,Która rasa kota cechuje się obfitym długim włosem?,kot syberyjski,kot europejski,kot syjamski,sfinks,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,sfinks
500,Piesakiem nazywamy lisa:,polarnego,rudego,srebrnego,płomienistego,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,płomienistego
1000,Feromony są produkowane przez :,gruczoły na policzkach i brodzie,jajniki,przysadkę mózgową,ślinianki,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,ślinianki 
5000,Polska rasa owiec to:,cakiel,owca fryzyjska,corriedale,owca św. Jakuba,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,owca św. Jakuba
10000,Dekornizacja to:,usunięcie zawiązków rogów u cieląt,oddzielenie rogu kopytowego,oddzielenie rogu racicznego,zestruganie rogu z kopyta,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,zestruganie rogu z kopyta 
50000,"Błędnik błoniasty, odpowiadający za utrzymanie równowagi, znajduje się w:",uchu wewnętrznym,śródmózgowiu,workach powietrznych,rdzeniu przedłużonym,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,rdzeniu przedłużonym
100,Propolis to produkt pozyskiwany od:,pszczół,owiec,norek,kóz,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,kóz
200,Pozyskiwanie wełny od owiec odbywa się poprzez:,strzyżenie,wyczesywanie,szczotkowanie,pranie,Kutsik,Veranika,,,,,,,,,,,,,,,,,,,pranie
200,Ile komór ma ludzkie serce?,4,2,3,1,Chernetskyi,Denys,,,,,,,,,,,,,,,,,,,1
200,Które z tych miast leży na dwóch kontynantach?,Stambuł,Pekin,Kuala Lumpur,Kongo,Chernetskyi,Denys,,,,,,,,,,,,,,,,,,,Kongo
200,Co robi się z krążkiem przed rozpoczęciem meczu w hokeja na lodzie?,zamraża się,pociera się olejem,suszy się,waży się,Chernetskyi,Denys,,,,,,,,,,,,,,,,,,,waży się
200,Czym specjalnym wyróżnia się flaga Paragwaju?,ma dwie różne strony,jest chwilowo niedostępna,jest pięciokątna,jest trójkątna,Chernetskyi,Denys,,,,,,,,,,,,,,,,,,,jest trójkątna
500,Na co pozwalało między innymi amerykańskie prawo z 1913 roku?,na wysyłanie dzieci pocztą,na uczestnictwo w wyborach kobiet,na nie płacenie podatków,na nic nie pozwalało,Chernetskyi,Denys,,,,,,,,,,,,,,,,,,,na nic nie pozwalało
1000,Która konsola do gier sprzedała się w największej liczbe egzemplarzy?,Playstation 2,Xbox 360,Nintendo Switch,Atari 2600,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,Atari 2600
5000,W którym roku uchwalono Konstytucję 3 Maja?,1791,1991,1591,2001,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,2001
10000,Jaka jest największa suma pieniędzy którą zapłacono za pojedyńczą kartę pokemon?,6 milionów dolarów,6 tysięcy dolarów,600 tysięcy dolarów,60 dolarów,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,60 dolarów
50000,W którym roku Polska wygrała e-sportowe mistrzostwa świata w grze Counter Strike Global Offensive?,2014,2020,2007,1994,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,1994
100,Jaki system operacyjny jest najbardziej rozpowszechniony na świecie?,Windows,Mac OS,Linux,Chrome OS,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,Chrome OS
200,Która firma posiada najwięcej restauracji typu fast food na świecie?,Subway,McDonald's,Starbucks,Wendy's,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,Wendy's
500,"Ilu było prezydentów III Rzeczpospolitej, licząc tylko tych którzy pełnili pełną kadencję?",6,8,2,13,Okrasiński,Michał,,,,,,,,,,,,,,,,,,,13
100,Najdłuższą ulicą w Polsce jest?,Wał Miedzeszyński w Warszawie,ulica Piotrkowska w Łodzi,Aleja Włókniarzy w Łodzi,Aleje Jerozolimskie w Warszawie,Pąśko,Krzysztof,,,,,,,,,,,,,,,,,,,Aleje Jerozolimskie w Warszawie
200,Ile osób oficjalnie mieszka w Polsce według badań z marca 2021?,38 179 800,37 143 530,35 450 700,39 932 240,Pąśko,Krzysztof,,,,,,,,,,,,,,,,,,,39 932 240
500,Najpopularnieszą aplikacją w 2021 na świecie był?,TikTok,Facebook,Instagram,Snapchat,Pąśko,Krzysztof,,,,,,,,,,,,,,,,,,,Snapchat
10000,Katedra Wniebowzięcia Najświętszej Maryi Panny w Łowiczu nazywana jest inaczej?,Wawelem Mazowsza,Bazyliką Wielkopolski,Wawelem Łowickim,Katedrą Biskupią,Pąśko,Krzysztof,,,,,,,,,,,,,,,,,,,Katedrą Biskupią
50000,"""Hołd Szujski"" który został złożony w 1611 roku królowi Polskiemu, nazywamy inaczej?",hołdem ruskim,hołdem pruskim,hołdem niemieckim,hołdem królowi,Pąśko,Krzysztof,,,,,,,,,,,,,,,,,,,hołdem królowi
100,Jak nazywa się galaktyka w której żyjemy?,Droga Mleczna,Obiekt Hoaga,NGC 3370,2MASXJ00482185-2507365,Górny,Gracjan,,,,,,,,,,,,,,,,,,,2MASXJ00482185-2507365
200,Którą w kolejności planetą od Słońca jest Ziemia?,trzecią,piątą,czwartą,drugą,Górny,Gracjan,,,,,,,,,,,,,,,,,,,drugą
500,Ile planet znajduje się w naszym układzie słonecznym?,8,6,9,7,Górny,Gracjan,,,,,,,,,,,,,,,,,,,7
1000,Co się dzieje ze wszechświatem?,rozszerza się,stoi w miejscu,kurczy się,traci na materii,Górny,Gracjan,,,,,,,,,,,,,,,,,,,traci na materii
10000,Kiedy amerykański lądownik Apollo 11 jako pierwszy wyjądował na księżycu?,20 lipca 1969 r.,15 września 1978 r.,26 marca 1970 r.,1 kwietnia 1965 r.,Górny,Gracjan,,,,,,,,,,,,,,,,,,,1 kwietnia 1965 r.
50000,Rakietę z kosmicznym teleskopem Jamesa Webba wystrzelono na orbitę w dniu:,25 grudnia 2021 r.,24 grudnia 2021 r.,24 listopada 2020 r.,24 grudnia 2020 r.,Górny,Gracjan,,,,,,,,,,,,,,,,,,,24 grudnia 2020 r.
100,Największy ssak na ziemi to?,płetwal błękitny,człowiek,słoń afrykański,nosorożec biały,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,nosorożec biały
200,Naturalny satelita ziemi to?,Księżyc,Mars,teleskop James'a Webba,Słońce,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,Słońce
500,W którym roku odbył się Hołd Pruski?,1525,1500,966,1625,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,1625
1000,Kto był pierwszym prezydentem Polski?,Gabriel Narutowicz,Andrzej Duda,Lech Wałęsa,Bronisław Komorowski,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,Bronisław Komorowski
5000,W którym roku Apple wyprodukowało pierwszego 'IPhone'a?,2007,2000,1995,2012,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,2012
10000,Jaki władca był pierwszym królem Hiszpanii?,Fernando V,Fellipe I,Carlos I,Fernando VII,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,Fernando VII
50000,Jaka jest najdłuższa rzeka w Japonii?,Shinano,Sumida,Ishikari,Abukuma,Alejziak,Nikolas,,,,,,,,,,,,,,,,,,,Abukuma
100,W którym roku odbył się Chrzest Polski?,966,1000,1025,996,Grobela,Dawid,,,,,,,,,,,,,,,,,,,996
1000,Które państwo w Europie - wykluczając Rosję - ma największą powierzchnię?,Ukraina,Hiszpania,Francja,Norwegia,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,Norwegia
5000,Kto jest autorem języka programowania Python?,Guido van Rossum,Linus Benedict Torvalds,Bill Gates,Brendan Eich,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,Brendan Eich
10000,Który kraj na świecie ma największe PKB na mieszkańca?,Luksemburg,Szwajcaria,Zjednoczone Emiraty Arabskie,Kuwejt,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,Kuwejt
50000,Który polski król miał zostać carem Rosji?,Władysław IV Waza,Jan Sobieski,Bolesław Krzywousty,Władysław Warneńczyk,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,Władysław Warneńczyk
100,Kto obecnie rządzi Rosją?,Władimir Putin,Borys Jelcyn,Nikita Chruszczow,Dmitrij Miedwiediev,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,Dmitrij Miedwiediev
200,Jak w skrócie nazywa się Sojusz Północnoatlantycki?,NATO,BRICS,ASEAN,ONZ,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,ONZ
500,Jaki jest obecny standard HTML?,HTML 5,HTML 4,HTML 6,HTML 4.1,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,HTML 4.1
1000,W którym roku Polska została członkiem NATO?,1997,2007,2004,1991,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,1991
5000,Który materiał jest najważniejszy przy budowie procesora ?,krzem,stal,tytan,wolfram,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,wolfram
10000,W którym roku doszło do rozpadu ZSRR?,1991,1994,1989,1984,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,1984
50000,Jaka jest inna nazwa reaktora fuzyjnego?,tokamak,termak,torek,tekmek,Dyńda,Patryk,,,,,,,,,,,,,,,,,,,tekmek
100,Jaka jest (w przybliżeniu) liczba ludności świata?,8 miliardów,7 miliardów,6 miliardów,9 miliardów,Kubica,Damian,,,,,,,,,,,,,,,,,,,9 miliardów
200,Która z potraw jest potrawą wigilijną?,barszcz z uszkami,kotlet schabowy,naleśniki,żurek z makaronem,Kubica,Damian,,,,,,,,,,,,,,,,,,,żurek z makaronem
500,Jaka jest inna nazwa protein?,białka,witaminy,tłuszcze,węglowodany,Kubica,Damian,,,,,,,,,,,,,,,,,,,węglowodany
1000,Który z wymienionych przedstawicieli węży jest jadowity?,żararaka pospolita,zaskroniec zwyczajny,pyton zielony,lancetogłów mleczny,Kubica,Damian,,,,,,,,,,,,,,,,,,,lancetogłów mleczny
5000,Co to jest akomodacja?,ustawianie ostrości oka,przyspieszenie pulsu,wzrost temperatury ciała,balansowanie ciałem,Kubica,Damian,,,,,,,,,,,,,,,,,,,balansowanie ciałem
10000,Jak nazywamy najbardziej depresyjny dzień w roku?,Blue Monday,Grey Tuesday,Black Friday,Brown Sunday,Kubica,Damian,,,,,,,,,,,,,,,,,,,Brown Sunday
50000,Który z aktorów zagrał główną rolę tylko w jednym filmie z serii o 'Jamesie Bondzie'?,George Lanzenby,Roger Moore,Sean Connery,Pierce Brosnan,Kubica,Damian,,,,,,,,,,,,,,,,,,,Pierce Brosnan
100,Która z nazw oznacza parlament Stanów Zjednoczonych?,Kongres,Sejm,Duma,Izba Gmin,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Izba Gmin
200,Przed kim Kmicic - bohater powieści Henryka Sienkiewicza - pomagał bronić Jasnej Góry?,przed Szwedami,przed Turkami,przed Tatarami,przed Rosjanami,Herman,Andrzej,,,,,,,,,,,,,,,,,,,przed Rosjanami
500,Kto walczył z wiatrakami?,Don Kichot,Roland,Don Juan,Lancelot,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Lancelot
1000,Kto powiedział słynne słowa 'Kości zostały rzucone'?,Juliusz Cezar,Hammurabi,Napoleon Bonaparte,Jan III Sobieski,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Jan III Sobieski
5000,Gdzie odbywają tarło węgorze europejskie?,w Morzu Sargassowym,w Morzu Kaspijskim,w Morzu Bałtyckim,w Morzu Śródziemnym,Herman,Andrzej,,,,,,,,,,,,,,,,,,,w Morzu Śródziemnym
10000,Gdzie - od 1835 r - produkuje się włoski trunek Cinzano?,w Turynie,w Mediolanie,w Wenecji,we Florencji,Herman,Andrzej,,,,,,,,,,,,,,,,,,,we Florencji
50000,"Manx, Chausie i Cymric to rasy:",kotów,koni,psów,krów,Herman,Andrzej,,,,,,,,,,,,,,,,,,,krów
100,Faworki to:,ciastka,kluski,placki,bułki,Herman,Andrzej,,,,,,,,,,,,,,,,,,,bułki
200,Na czym stoi pomnik?,na cokole,na krokwi,na belce,na kowadle,Herman,Andrzej,,,,,,,,,,,,,,,,,,,na kowadle
500,Deresz to maść:,konia,królika,koguta,kota,Herman,Andrzej,,,,,,,,,,,,,,,,,,,kota
1000,Za pomocą skali Richtera mierzy się siłę:,trzęsień ziemi,huraganów,wiatru,sztormów,Herman,Andrzej,,,,,,,,,,,,,,,,,,,sztormów
5000,Jak nazywał się dyktator obalony przez Fidela Castro?,Batista,Somoza,Duvalier,Lumumba,Herman,Andrzej,,,,,,,,,,,,,,,,,,,Lumumba
10000,W 1958 roku przywódca Chin - Mao Zedong - przedstawił plan nazywany:,wielkim skokiem,rewolucją kulturalną,czerwonym zrywem,skokiem demograficznym,Herman,Andrzej,,,,,,,,,,,,,,,,,,,skokiem demograficznym
50000,Ile w Polsce jest miast według stanu na dzień1 stycznia 2021 r?,954,1215,819,1489,Herman,Andrzej,,,,,,,,,,,,,,,,,,,1489
100,Która reprezentacja wygrała Mistrzostwa Europy w Piłce Nożnej 2012?,Hiszpania,Holandia,Anglia,Niemcy,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
200,Kto został pierwszym prezydentem Stanów Zjednoczonych Ameryki?,George Washington,Theodore Roosevelt,Abraham Lincoln,William Henry Harrison,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
500,Najwyższy szczyt Europy to:,Mont Blanc,Rysy,Musała,Teide,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
1000,Najdłusza rzeka na świecie to:,Nil,Amazonka,Jangcy,Dunaj,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
5000,Język urzędowy w Kolumbii to:,hiszpański,brazylijski,francuski,kolumbijski,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
10000,Do jakiego kraju neleży Wyspa Wielkanocna?,do Chile,do Brazylii,do Argentyny,do Francji,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
50000,"Kto wyreżesyrował film pt.""Green book""?",Peter John Farrelly,Quentin Tarantino,Martin Scorsese,Mel Gibson,Kuźnicki,Marcel,,,,,,,,,,,,,,,,,,,
100,Ile potraw powinno być na bożonarodzeniowym stole?,12,9,S,3,Liwiński,Grzegorz,,,,,,,,,,,,,,,,,,,
500,W którym roku Polska odzyskała niepodległość po latach zaborów?,1918,1934,1945,1920,Liwiński,Grzegorz,,,,,,,,,,,,,,,,,,,
1000,Ile naturalnych satelit posiada Mars?,2,1,3,ani jednego,Liwiński,Grzegorz,,,,,,,,,,,,,,,,,,,
10000,Kto był dowódcą misji Apollo 11?,Neil Armstrong,Buzz Aldrin,Michael Collins,Tom Hallay,Liwiński,Grzegorz,,,,,,,,,,,,,,,,,,,
50000,Ile ważyły próbki zebrane na księżycu podczas misji Apollo 11?,"21,7 kg","19,7 kg","27,1 kg","23,6 kg",Liwiński,Grzegorz,,,,,,,,,,,,,,,,,,,
100,Skąd pochodzi Geralt - bohater książek z serii Wiedźmin ?,z Rivii,ze Skellige,z Novigradu,z Muss,Łoniewskl,Antoni,,,,,,,,,,,,,,,,,,,
1000,Norma 'Iuris Cogentis' to inaczej:,norma imperatywna,norma dyspozytywna,norma semi-imperatywna,norma jakościowa,Łoniewski,Antoni,,,,,,,,,,,,,,,,,,,
50000,Układ współczólny to inaczej ?,układ sympatyczny,układ czuły,układ immunologiczny,układ współrzędnych,Łoniewski,Antoni,,,,,,,,,,,,,,,,,,,
100,Gdzie jest wykorzystywana trąbka Sygnałówka?,w myśliwstwie,na wieży mariackiej,w polityce,na zebraniach towarzyskich,Majchrzak,Bartosz,,,,,,,,,,,,,,,,,,,
200,Zwyczajowo nazywany jest agrestem?,porzeczka agrest,malina agrest ,agrest jeżyna ,borówka zielona,Majchrzak,Bartosz,,,,,,,,,,,,,,,,,,,
500,"Perykles który żył w V w. p.n.e. w Atenach, uważany jest za ojca:",demokracji,monarchii ,tyranii,dyktatury,Majchrzak,Bartosz,,,,,,,,,,,,,,,,,,,
1000,"Irina, Masza i Olga z dramatu Antoniego Czechowa z 1900 r. to:",trzy siostry,matka i dwie córki,"babka, matka i córka",koleżanki,Majchrzak,Bartosz,,,,,,,,,,,,,,,,,,,
10000,Jakie jest najrzadzsze zwierzę świata?,Allonautilus Scrobiculatos,Kakapo,Lampart amurski,Emu gigantyczne,Majchrzak,Bartosz,,,,,,,,,,,,,,,,,,,
50000,"W jakiej wiosce mieszkał najbrudniejszy człowiek świata, który nie mył się ponad 60 lat?",Deżgah,Shenber,Nsogobor,Fulbur,Majchrzak,Bartosz,,,,,,,,,,,,,,,,,,,
100,Działanie odwrotne do potęgowania to:,pierwiastkowanie,dzielenie,mnożenie,całkowanie,Gaudynek,Bartosz,,,,,,,,,,,,,,,,,,,
